sampno,perid,perno,relationship,gender,employment,student,education,license,vehno,vehicle_string,drive_freq,transit_freq,tnc_freq,job_type,work_mode,work_distance,work_days,school_mode,school_distance,ethnicity,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_6_x
193028,193028.p02,2,1,1,1,4,8,1,193028.v01,,1,0,0,1,1,3,4, , ,2,0,0,0,0,1,0,0, 
193032,193032.p02,2,1,2,4,4,8,1,193032.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193029,193029.p01,1,8,2,1,4,4,1,193029.v01,,1,0,0,2,1,15,6, , ,2,0,0,0,0,1,0,0, 
193029,193029.p02,2,1,1,1,4,4,1,193029.v01,,1,0,0,1,1,15,5, , ,2,0,0,0,0,1,0,0, 
193039,193039.p01,1,8,1,4,4,2,1,193039.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193078,193078.p02,2,1,2,4,4,6,1,193078.v02,,1,0,0, , , , , , ,2,1,0,0,0,1,0,0, 
193041,193041.p01,1,8,1,2,4,8,1,193041.v01,,1,0,4,4, , , , , ,2,0,0,0,0,1,0,0, 
193043,193043.p01,1,8,1,1,4,8,1,193043.v01,,1,0,0,1,1,7,5, , ,1,0,0,0,0,1,0,0, 
193043,193043.p04,4,2,1,1,4,3,1,193043.v04,,1,0,0,2,1,75,4, , ,1,0,0,0,0,1,0,0, 
193047,193047.p02,2,1,1,4,4,6,1,193047.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193045,193045.p01,1,8,1,1,4,8,1,193045.v01,,1,0,0,1,1,3,5, , ,2,0,0,0,0,1,0,0, 
193049,193049.p01,1,8,2,1,1,5,1,193049.v01,,1,0,0,1,1,8,5,1,4,2,0,1,0,0,0,0,0, 
193051,193051.p02,2,1,2,2,4,8,1,193051.v02,,1,0,0,2,1,5,3, , ,2,0,0,0,0,1,0,0, 
193055,193055.p01,1,8,1,4,4,8,1,193055.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193053,193053.p02,2,3,2,4,4,4,1,193053.v02,,3,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193059,193059.p01,1,8,1,4,4,4,1,193059.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193055,193055.p02,2,1,2,4,4,6,1,193055.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193063,193063.p04,4,2,1,1,4,6,1,193063.v02,,1,0,0,2,1,15,5, , ,2,0,0,0,0,1,0,0, 
193091,193091.p02,2,1,1,5,4,6,1,193091.v02,,1,0,0,3, , , , , ,1,0,0,0,0,1,0,0, 
193079,193079.p01,1,8,2,1,4,4,1,193079.v01,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193068,193068.p01,1,8,2,4,4,2,1,193068.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193077,193077.p01,1,8,2,4,4,8,1,193077.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193069,193069.p03,3,3,4,4,4,8,1,193069.v03,,2,1,1, , , , , , ,2,0,1,0,0,0,0,0, 
193084,193084.p01,1,8,2,4,4,5,1,193084.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193121,193121.p01,1,8,2,4,4,2,1,193121.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193086,193086.p01,1,8,1,1,4,8,1,193086.v02,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193092,193092.p03,3,2,1,1,4,6,1,193092.v04,,1,0,0,1,1,5,5, , ,2,0,1,0,0,0,0,0, 
193089,193089.p01,1,8,1,4,4,2,1,193089.v01,,2,0,0, , , , , , ,1,0,0,0,0,1,0,0, 
193093,193093.p01,1,8,2,4,4,4,1,193093.v01,,1,1,0, , , , , , ,2,0,0,0,0,1,0,0, 
193113,193113.p01,1,8,2,1,4,6,1,193113.v02,,1,0,0,1,18,6,5, , ,1,0,0,1,0,0,0,0, 
193100,193100.p01,1,8,1,1,4,8,1,193100.v01,,1,0,0,1,1,15,5, , ,2,0,1,0,0,0,0,0, 
193114,193114.p01,1,8,1,4,4,2,1,193114.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193119,193119.p01,1,8,2,2,4,8,1,193119.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193119,193119.p02,2,1,2,2,4,8,1,193119.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193130,193130.p01,1,8,2,4,4,5,1,193130.v01,,1,0,0, , , , , , ,2,1,0,0,0,0,0,0, 
193131,193131.p01,1,8,2,1,4,4,1,193131.v01,,1,0,0,1,1,12,5, , ,2,0,0,0,0,1,0,0, 
193132,193132.p01,1,8,1,5,4,6,1,193132.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193132,193132.p02,2,1,2,5,4,8,1,193132.v01,,1,0,0,1,1,2,5, , ,2,0,0,0,0,1,0,0, 
193136,193136.p03,3,4,2,2,4,5,1,193136.v02,,1,0,0,2,1,10,4, , ,2,0,0,0,0,1,0,0, 
193142,193142.p01,1,8,2,4,4,7,1,193142.v01,,1,0,0, , , , , , ,2,0,0,0,0,0,0,1, 
193181,193181.p01,1,8,2,4,4,6,1,193181.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193143,193143.p02,2,1,1,4,4,6,1,193143.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193146,193146.p01,1,8,1,4,4,8,1,193146.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193150,193150.p01,1,8,2,4,4,4,1,193150.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193150,193150.p02,2,1,1,4,4,4,1,193150.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193164,193164.p01,1,8,2,4,4,4,1,193164.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193158,193158.p01,1,8,2,5,4,4,1,193158.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193159,193159.p01,1,8,2,1,4,8,1,193159.v01,,1,0,0,1,1,20,5, , ,2,0,1,0,0,0,0,0, 
193157,193157.p02,2,1,2,1,4,6,1,193157.v02,,1,0,0,1,1,15,5, , ,2,0,0,0,0,1,0,0, 
193160,193160.p01,1,8,2,4,4,5,1,193160.v01,,1,0,0, , , , , , ,2,0,0,1,0,0,0,0, 
193168,193168.p02,2,1,2,4,4,8,1,193168.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193169,193169.p02,2,1,2,4,4,8,1,193169.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193180,193180.p02,2,1,1,1,4,5,1,193180.v02,,1,0,0,1,1,10,5, , ,2,0,0,0,0,1,0,0, 
193170,193170.p01,1,8,1,4,4,8,1,193170.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193170,193170.p02,2,1,2,4,4,8,1,193170.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193172,193172.p01,1,8,2,4,4,6,1,193172.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193177,193177.p01,1,8,2,5,4,8,1,193177.v01,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193192,193192.p01,1,8,2,2,4,4,1,193192.v01,,1,0,0,2,1,12,3, , ,2,0,0,0,0,1,0,0, 
193190,193190.p03,3,1,1,1,4,8,1,193190.v02,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
193189,193189.p01,1,8,2,4,4,4,1,193189.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193191,193191.p02,2,1,1,1,4,2,1,193191.v02,,1,0,0,1,1,25,4, , ,1,0,0,0,0,1,0,0, 
193191,193191.p03,3,2,2,4,2,2,1,193191.v02,,4,0,0, , , , ,2,8,2,0,0,0,0,1,0,0, 
193358,193358.p02,2,1,1,4,4,8,1,193358.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193195,193195.p01,1,8,1,1,4,4,1,193195.v01,,1,0,0,1,1,5,6, , ,2,0,0,0,0,1,0,0, 
193199,193199.p02,2,1,2,4,4,5,1,193199.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193195,193195.p02,2,1,2,4,4,2,1,193195.v01,,2,1,1, , , , , , ,2,0,0,1,0,0,0,0, 
193219,193219.p01,1,8,1,4,4,6,1,193219.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193207,193207.p01,1,8,1,1,4,6,1,193207.v01,,1,0,0,1,1,15,5, , ,2,0,0,0,0,1,0,0, 
193212,193212.p01,1,8,2,1,4,6,1,193212.v01,,1,0,0,1,1,35,5, , ,2,0,0,0,0,1,0,0, 
193202,193202.p02,2,1,2,4,4,5,1,193202.v02,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
193210,193210.p01,1,8,2,1,4,6,1,193210.v01,,1,0,0,1,1,5,5, , ,2,0,0,0,0,0,0,1, 
193204,193204.p02,2,1,1,4,4,6,1,193204.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193216,193216.p01,1,8,2,4,4,6,1,193216.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193218,193218.p02,2,1,2,4,4,8,1,193218.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193220,193220.p01,1,8,2,4,4,5,1,193220.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193221,193221.p01,1,8,2,4,4,8,1,193221.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193211,193211.p01,1,8,1,1,1,8,1,193211.v01,,1,0,0,1,1,10,1,1,0,2,0,0,1,0,0,0,0, 
193226,193226.p01,1,8,1,4,4,6,1,193226.v02,,2,0,0, , , , , , ,3,0,0,0,0,0,0,1, 
193240,193240.p01,1,8,1,1,4,6,1,193240.v01,,1,0,2,1,1,4,5, , ,2,0,0,0,0,1,0,0, 
193227,193227.p01,1,8,1,1,3,2,1,193227.v02,,1,1,1,1,1,16,5, , ,1,0,0,1,0,0,0,0, 
193231,193231.p02,2,1,1,1,4,8,1,193231.v01,,1,0,0,1,1,8,5, , ,2,0,0,0,0,1,0,0, 
193243,193243.p01,1,8,1,4,4,6,1,193243.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
193233,193233.p02,2,1,1,1,4,6,1,193233.v02,,1,0,0,1,1,6,5, , ,2,0,0,0,0,1,0,0, 
193239,193239.p01,1,8,2,1,4,5,1,193239.v01,,1,0,0,1,18,21,5, , ,1,0,0,0,0,0,1,0,Spanish
193241,193241.p01,1,8,2,4,4,7,1,193241.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191594,191594.p01,1,8,2,2,4,8,1,191594.v02,,1,0,0,1,1,15,2, , ,2,0,0,0,0,1,0,0, 
191595,191595.p01,1,8,2,4,4,2,1,191595.v01,,1,5,0, , , , , , ,2,0,0,1,1,0,0,0, 
191596,191596.p01,1,8,4,2,3,6,1,191596.v01,,2,0,0,3, , , , , ,3,0,0,0,0,0,0,1, 
191599,191599.p01,1,8,1,1,3,2,1,191599.v01,,2,0,0,2,18,0,3, , ,3,0,0,0,0,0,0,1, 
191601,191601.p01,1,8,1,5,4,4,1,191601.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191601,191601.p02,2,1,2,5,4,6,1,191601.v01,,3,0,0,3, , , , , ,2,0,1,0,0,0,0,0, 
191631,191631.p01,1,8,2,2,4,7,1,191631.v01,,1,0,0,1,1,20,3, , ,2,0,0,0,0,1,0,0, 
191609,191609.p01,1,8,1,4,4,8,1,191609.v02,,1,0,0, , , , , , ,2,0,0,0,0,0,1,0,Middle Eastern
191611,191611.p01,1,8,2,1,3,5,1,191611.v01,,1,0,0,1,1,15,4, , ,2,0,0,0,0,1,0,0, 
191614,191614.p01,1,8,1,4,4,6,1,191614.v01,,1,0,0, , , , , , ,2,0,0,1,0,1,0,0, 
191612,191612.p02,2,1,2,4,4,6,1,191612.v02,,2,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191620,191620.p01,1,8,2,1,4,6,1,191620.v01,,1,1,1,3, , , , , ,3,0,0,0,0,0,0,1, 
191625,191625.p01,1,8,2,1,4,4,1,191625.v02,,1,0,0,1,1,25,4, , ,2,0,0,0,0,1,0,0, 
191622,191622.p02,2,1,2,4,4,6,1,191622.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191626,191626.p01,1,8,2,1,4,3,1,191626.v01,,1,0,1,2,1,15,3, , ,3,0,0,0,0,0,0,1, 
191632,191632.p01,1,8,1,1,4,2,1,191632.v01,,1,0,0,1,1,15,5, , ,2,0,0,0,0,0,0,1, 
191637,191637.p01,1,8,1,1,4,8,1,191637.v01,,1,0,0,2,1,35,5, , ,2,0,0,0,0,1,0,0, 
191635,191635.p01,1,8,2,1,4,8,1,191635.v01,,1,0,2,1,1,20,1, , ,2,0,0,0,0,0,0,1, 
191642,191642.p01,1,8,1,4,4,6,1,191642.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191636,191636.p01,1,8,1,2,4,4,1,191636.v01,,1,0,0,2,1,25,3, , ,2,0,0,0,0,0,0,1, 
191644,191644.p02,2,1,2,5,4,4,1,191644.v02,,1,0,0,1,1,6,6, , ,2,0,1,0,0,0,0,0, 
191650,191650.p01,1,8,2,4,4,8,1,191650.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191650,191650.p02,2,6,2,4,4,8,1,191650.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191647,191647.p01,1,8,1,4,4,8,1,191647.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191729,191729.p02,2,1,1,4,4,8,1,191729.v05,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191657,191657.p01,1,8,2,1,4,4,1,191657.v01,,1,0,0,1,1,5,5, , ,2,0,0,0,0,1,0,0, 
191656,191656.p01,1,8,4,1,4,5,1,191656.v01,,2,0,0,1,4,0.5,5, , ,3,0,0,0,0,0,0,1, 
191662,191662.p01,1,8,1,5,4,6,1,191662.v01,,1,0,0,2,4,0,5, , ,2,0,0,0,0,1,0,0, 
191662,191662.p02,2,1,2,5,4,7,1,191662.v01,,1,0,0,1,4,1,5, , ,2,0,0,0,0,1,0,0, 
191663,191663.p01,1,8,2,1,4,6,1,191663.v01,,1,0,1,1,1,3,5, , ,2,0,0,0,0,1,0,0, 
191663,191663.p02,2,1,1,1,4,6,1,191663.v01,,2,0,1,3, , , , , ,2,0,0,0,0,1,0,0, 
191664,191664.p01,1,8,2,4,4,7,1,191664.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191674,191674.p03,3,2,1,2,1,7,1,191674.v02,,2,0,0,1,1,3,6,1,3,2,0,1,0,0,0,0,0, 
191669,191669.p02,2,1,2,1,4,5,1,191669.v01,,1,0,0,1,18,10,5, , ,2,0,0,0,0,1,0,0, 
191670,191670.p01,1,8,2,4,4,7,1,191670.v01,,1,6,1, , , , , , ,2,0,0,0,0,0,0,1, 
191815,191815.p01,1,8,1,1,4,3,1,191815.v02,,1,0,0,1,1,6.4,5, , ,3,0,0,0,0,0,0,1, 
191670,191670.p03,3,5,2,4,1,4,1,191670.v01,,3,10,0, , , , ,10,25,2,0,0,0,0,0,0,1, 
191671,191671.p02,2,1,1,1,4,6,1,191671.v02,,2,0,0,2,1,2,1, , ,2,0,0,0,0,1,0,0, 
191677,191677.p01,1,8,1,1,4,8,1,191677.v01,,1,2,1,1,1,8,5, , ,2,0,0,0,0,1,0,0, 
191681,191681.p01,1,8,1,1,4,8,1,191681.v01,,1,0,0,1,1,8,5, , ,2,0,1,0,0,0,0,0, 
191682,191682.p01,1,8,1,5,4,2,1,191682.v01,,2,0,0,2,1,10,3, , ,1,0,0,0,0,1,0,0, 
191682,191682.p02,2,1,2,1,4,2,1,191682.v01,,1,0,0,1,1,25,4, , ,1,0,0,0,0,0,0,1, 
191683,191683.p01,1,8,1,1,4,3,1,191683.v01,,1,0,2,4, , , , , ,1,0,0,0,0,0,1,0,hispanic
191683,191683.p02,2,1,2,1,4,3,1,191683.v01,,1,0,0,1,1,25,5, , ,1,0,0,0,0,0,0,1, 
191685,191685.p01,1,8,1,2,4,6,1,191685.v01,,1,0,1,1,1,15,4, , ,2,0,0,0,0,1,0,0, 
191691,191691.p02,2,1,2,5,4,8,1,191691.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191691,191691.p03,3,2,2,4,1,4,1,191691.v01,,2,0,0, , , , ,4,0.5,2,0,0,0,0,1,0,0, 
191698,191698.p01,1,8,1,4,4,6,1,191698.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191693,191693.p01,1,8,1,1,4,8,1,191693.v02,,1,0,0,1,1,10,5, , ,2,0,0,0,0,1,0,0, 
191694,191694.p01,1,8,1,4,4,8,1,191694.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191699,191699.p01,1,8,1,1,4,3,1,191699.v01,,1,0,4,4, , , , , ,2,0,0,0,0,1,0,0, 
191704,191704.p01,1,8,2,1,4,6,1,191704.v01,,1,0,1,1,1,5,5, , ,2,0,0,0,0,1,0,0, 
191703,191703.p01,1,8,2,1,4,6,1,191703.v02,,1,0,0,1,1,50,5, , ,2,0,1,0,0,0,0,0, 
191702,191702.p02,2,1,2,1,4,8,1,191702.v02,,1,0,0,1,1,30,5, , ,2,0,0,0,0,1,0,0, 
191712,191712.p01,1,8,1,1,4,6,1,191712.v01,,1,0,0,1,1,12,5, , ,2,0,1,0,0,0,0,0, 
191711,191711.p01,1,8,4,1,4,6,1,191711.v01,,1,0,0,1,1,23,5, , ,3,0,0,0,0,0,0,1, 
191713,191713.p01,1,8,1,1,4,8,1,191713.v01,,2,12,3,1,8,1.5,5, , ,2,0,1,0,0,0,0,0, 
191722,191722.p03,3,3,2,4,4,1,1,191722.v06,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191715,191715.p01,1,8,2,1,4,8,1,191715.v01,,1,0,0,2,1,20,4, , ,2,0,0,0,0,1,0,0, 
191721,191721.p02,2,3,2,4,1,2,1,191721.v03,,2,0,0, , , , ,1,2,2,0,0,0,0,0,0,1, 
191720,191720.p02,2,1,2,4,4,6,1,191720.v02,,2,0,0, , , , , , ,3,0,0,0,0,0,0,1, 
191725,191725.p01,1,8,1,5,4,4,1,191725.v01,,2,5,0,2,8,3,5, , ,2,0,0,0,0,1,0,0, 
191730,191730.p03,3,3,1,4,4,8,1,191730.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191730,191730.p04,4,1,2,1,4,8,1,191730.v04,,1,0,0,1,1,18,5, , ,2,0,1,0,0,0,0,0, 
191934,191934.p04,4,1,1,2,4,1,1,191934.v03,,1,0,0,1,1,5,2, , ,2,0,0,0,0,1,0,0, 
191738,191738.p01,1,8,2,1,4,8,1,191738.v01,,1,0,0,2,1,30,4, , ,2,0,0,0,0,1,0,0, 
191741,191741.p02,2,2,2,4,4,1,1,191741.v02,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191744,191744.p01,1,8,2,4,4,8,1,191744.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191751,191751.p02,2,1,2,1,4,6,1,191751.v02,,2,0,2,2,1,10,2, , ,2,0,0,0,0,1,0,0, 
191762,191762.p01,1,8,2,1,4,8,1,191762.v01,,1,0,8,1,16,35,5, , ,2,0,1,0,0,0,0,0, 
191760,191760.p01,1,8,2,1,4,6,1,191760.v01,,1,0,2,2,1,22,5, , ,2,0,0,0,0,0,0,1, 
191768,191768.p02,2,1,2,1,4,5,1,191768.v01,,1,0,1,2,1,7,5, , ,1,0,0,0,0,1,0,0, 
191763,191763.p01,1,8,2,4,4,8,1,191763.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191769,191769.p01,1,8,2,4,4,6,1,191769.v01,,3,0,2, , , , , , ,2,0,1,0,0,0,0,0, 
191769,191769.p02,2,1,1,1,4,8,1,191769.v01,,1,0,0,1,1,4,5, , ,2,0,1,0,0,0,0,0, 
191764,191764.p01,1,8,2,4,4,4,1,191764.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191770,191770.p01,1,8,2,2,4,6,1,191770.v01,,1,0,2,1,1,0.5,4, , ,2,0,0,0,0,1,0,0, 
191772,191772.p02,2,1,2,1,4,8,1,191772.v02,,1,0,0,4, , , , , ,2,0,0,0,0,1,0,0, 
191773,191773.p01,1,8,1,4,4,8,1,191773.v01,,2,1,0, , , , , , ,2,0,0,0,0,1,0,0, 
191777,191777.p01,1,8,1,4,4,7,1,191777.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191776,191776.p01,1,8,1,1,4,4,1,191776.v02,,1,0,0,1,1,2.6,5, , ,2,0,1,0,0,0,0,0, 
191780,191780.p02,2,1,1,2,3,7,1,191780.v02,,1,0,0,2,1,20,5, , ,2,0,0,0,0,1,0,0, 
191791,191791.p01,1,8,1,1,4,3,1,191791.v03,,1,0,0,1,8,125,1, , ,2,0,0,0,0,1,0,0, 
191786,191786.p02,2,1,1,1,4,6,1,191786.v03,,1,0,0,1,3,25,4, , ,2,0,0,0,0,1,0,0, 
194047,194047.p01,1,8,2,4,4,6,1,194047.v01,,1,2,2, , , , , , ,2,1,0,0,0,1,0,0, 
191789,191789.p02,2,3,2,1,4,4,1,191789.v02,,1,0,0,1,1,4,7, , ,1,0,0,0,0,0,0,1, 
191790,191790.p02,2,1,1,1,4,8,1,191790.v02,,1,0,0,1,1,3,5, , ,2,0,0,0,0,1,0,0, 
191793,191793.p01,1,8,2,4,3,6,1,191793.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191794,191794.p01,1,8,1,2,4,8,1,191794.v01,,1,0,0,3, , , , , ,2,0,1,0,0,0,0,0, 
191798,191798.p03,3,2,1,1,4,7,1,191798.v03,,1,0,0,2,1,10,5, , ,2,0,1,0,0,0,0,0, 
191801,191801.p02,2,1,1,1,4,2,1,191801.v02,,1,0,0,1,1,15,5, , ,1,0,0,0,0,0,0,1, 
191803,191803.p01,1,8,2,1,4,8,1,191803.v02,,1,0,0,1,1,9,5, , ,2,0,0,0,0,1,0,0, 
191808,191808.p01,1,8,2,1,4,6,1,191808.v01,,2,10,0,1,8,10,5, , ,2,0,1,0,0,0,0,0, 
191809,191809.p01,1,8,1,1,4,7,1,191809.v01,,1,0,2,1,2,12,4, , ,2,0,0,0,0,1,0,0, 
191809,191809.p02,2,1,2,1,4,8,1,191809.v01,,2,4,4,1,2,10,2, , ,2,0,0,0,0,1,0,0, 
191811,191811.p01,1,8,2,1,4,2,1,191811.v01,,1,0,0,1,1,13,4, , ,2,0,0,0,0,1,0,0, 
191814,191814.p02,2,1,1,4,4,7,1,191814.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191818,191818.p01,1,8,2,5,4,7,1,191818.v01,,1,0,1,3, , , , , ,2,0,0,1,0,0,0,0, 
191821,191821.p01,1,8,1,1,4,6,1,191821.v01,,2,0,0,1,5,10,5, , ,2,0,1,0,0,0,0,0, 
191821,191821.p02,2,1,2,4,4,6,1,191821.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191822,191822.p03,3,1,2,1,4,2,1,191822.v01,,1,0,0,2,3,25,5, , ,1,0,0,0,0,0,0,1, 
191824,191824.p02,2,1,1,1,4,8,1,191824.v03,,1,0,0,1,2,20,5, , ,2,0,0,0,0,0,0,1, 
191826,191826.p01,1,8,1,4,4,8,1,191826.v01,,2,6,0, , , , , , ,2,0,0,0,0,1,0,0, 
191826,191826.p02,2,1,2,4,4,8,1,191826.v01,,1,2,1, , , , , , ,2,0,0,0,0,1,0,0, 
